ConstituentID,DisplayName,Nationality,Gender,BeginDate,EndDate
1911,Dan Flavin,American,Male,1933,1996
1930,Lucio Fontana,Italian,Male,1899,1968
1965,Sam Francis,American,Male,1923,1994
1973,Robert Frank,American,Male,1924,2019
1974,Helen Frankenthaler,American,Female,1928,2011
1975,Antonio Frasconi,American,Male,1919,2013
1982,Karl Free,American,Male,1903,1947
1990,Jared French,American,Male,1905,1988
1993,Lucian Freud,British,Male,1922,2011
2002,Lee Friedlander,American,Male,1934,0
2007,Ken Friedman,American,Male,1939,0
2012,Othon Friesz,French,Male,1879,1949
2015,Francis Frith,British,Male,1822,1898
2017,A. G. Fronzoni,Italian,Male,1923,2002
2030,R. Buckminster Fuller,American,Male,1895,1983
2039,Adam Fuss,British,Male,1961,0
2043,Naum Gabo,American,Male,1890,1977
2053,Démétrius Emmanuel Galanis,French,Male,1882,1966
2065,Abram Games,British,Male,1914,1996
2079,Alexander Gardner,American,Male,1821,1882
2098,Paul Gauguin,French,Male,1848,1903
2104,Sonia Gechtoff,American,Female,1926,2018
2107,Gego (Gertrud Goldschmidt),Venezuelan,Female,1912,1994
2115,Hugo Gellert,American,Male,1892,1985
2118,Juan Genovés,Spanish,Male,1930,2020
2122,George Passmore,British,Male,1942,0
2141,Alberto Giacometti,Swiss,Male,1901,1966
2158,Eric Gill,British,Male,1882,1940
2171,John Giorno,American,Male,1936,2019
2186,Fritz Glarner,American,Male,1899,1972
2191,Albert Gleizes,French,Male,1881,1953
2206,Vincent van Gogh,Dutch,Male,1853,1890
2207,Frank Gohlke,American,Male,1942,0
2214,David Goldblatt,South African,Male,1930,2018
2223,Leon Golub,American,Male,1922,2004
2228,Leonel Gongora,Colombian,Male,1932,0
2229,Natalia Goncharova,Russian,Female,1881,1962
2233,Felix Gonzalez-Torres,American,Male,1957,1996
2244,John Goodyear,American,Male,1930,2019
2252,Arshile Gorky,American,Male,1904,1948
2274,Francisco de Goya,Spanish,Male,1746,1828
2281,Dan Graham,American,Male,1942,0
2286,Paul Graham,British,Male,1956,0
2337,Helmut A. P. Grieshaber,German,Male,1909,1981
2349,Juan Gris,Spanish,Male,1887,1927
2350,Laura Grisi,Italian,Female,1939,2017
2357,Red Grooms,American,Male,1937,0
2360,William Gropper,American,Male,1897,1977
2374,George Grosz,American,Male,1893,1959
2419,Philip Guston,American,Male,1913,1980
2435,Terry Haass,French,Female,1923,2016
2453,Johann Hahn,German,Male,1840,1900
2471,Chimei Hamada,Japanese,Male,1917,2018
2481,Richard Hamilton,British,Male,1922,2011
2491,Robert Hansen,American,Male,1924,2013
2503,Chauncey Hare,American,Male,1934,2019
2505,Keith Haring,American,Male,1958,1990
2509,Irving Harper,American,Male,1916,2015
2519,"George Overbury (""Pop"") Hart",American,Male,1868,1933
2520,Grace Hartigan,American,Female,1922,2008
2521,Marsden Hartley,American,Male,1877,1943
2532,Childe Hassam,American,Male,1859,1935
2544,Raoul Hausmann,German,Male,1886,1971
2558,Stanley William Hayter,British,Male,1901,1988
2564,Dave Heath,American,Male,1931,2016
2566,Milton Elting Hebald,American,Male,1917,0
2569,Erich Heckel,German,Male,1883,1970
2578,Robert Heinecken,American,Male,1931,2006
2583,Al Held,American,Male,1928,2005
2591,Geoffrey Hendricks,American,Male,1931,2018
2600,Barbara Hepworth,British,Female,1903,1975
2623,Eva Hesse,American,Female,1936,1970
2637,Dick Higgins,American,Male,1938,1998
2648,David Octavius Hill,British,Male,1802,1870
2657,Lewis W. Hine,American,Male,1874,1940
2675,Hannah H?ch,German,Female,1889,1978
2678,David Hockney,British,Male,1937,0
2679,Howard Hodgkin,British,Male,1932,2017
2684,Beth Van Hoesen,American,Female,1926,2010
2697,Armin Hofmann,Swiss,Male,1920,0
2698,Hans Hofmann,American,Male,1880,1966
2700,Ludwig Hohlwein,German,Male,1874,1949
2714,Jenny Holzer,American,Female,1950,0
2716,David Holzman,American,Male,1943,2017
2717,Lorenzo Homar,American,Male,1913,2004
2719,Gottfried Honegger,Swiss,Male,1917,2016
2726,Edward Hopper,American,Male,1882,1967
2756,Ian (Hugh Guiler) Hugo,American,Male,1898,1985
2770,John Hunter,American,Male,1934,0
2801,Masuo Ikeda,Japanese,Male,1934,1997
2803,Ikko (Ikko Narahara),Japanese,Male,1931,2020
2807,J?rg Immendorff,German,Male,1945,2007
2812,Robert Indiana,American,Male,1928,2018
2839,Robert Israel,American,Male,1939,0
2856,Joseph Jachna,American,Male,1935,2016
2859,Gerald Jackson,American,Male,1943,0
2863,William Henry Jackson,American,Male,1843,1942
2879,Shirley Jaffe,American,Female,1923,2016
2893,Alfred Jarry,French,Male,1873,1907
2896,Alexei Jawlensky,Russian,Male,1864,1941
2902,Paul Jenkins,American,Male,1923,2012
2906,Alfred Jensen,American,Male,1903,1981
2907,Bill Jensen,American,Male,1945,0
2915,Max Jiménez,Costa Rican,Male,1908,1949
2923,Jasper Johns,American,Male,1930,0
2925,Daniel LaRue Johnson,American,Male,1938,2017
2928,Ray Johnson,American,Male,1927,1995
2929,Ynez Johnston,American,Female,1920,0
2930,Joan Jonas,American,Female,1936,0
2931,Allen Jones,British,Male,1937,0
2934,Joe Jones,American,Male,1934,1993
2943,Asger Jorn,Danish,Male,1914,1973
2948,Donald Judd,American,Male,1928,1994
2963,Frida Kahlo,Mexican,Female,1907,1954
2964,Louis I. Kahn,American,Male,1901,1974
2967,Wolf Kahn,American,Male,1927,2020
2971,Horst-Egon Kalinowski,German,Male,1924,2013
2981,Vasily Kandinsky,French,Male,1866,1944
2984,Matsumi Kanemitsu,American,Male,1922,1992
2991,Anatoli Lvovich Kaplan,Russian,Male,1902,1980
2995,Anish Kapoor,British,Male,1954,0
2997,Allan Kaprow,American,Male,1927,2006
3008,Gertrude K?sebier,American,Female,1852,1934
3016,Alex Katz,American,Male,1927,0
3020,E. McKnight Kauffer,American,Male,1890,1954
3045,Mike Kelley,American,Male,1954,2012
3048,Ellsworth Kelly,American,Male,1923,2015
3060,Clarence Kennedy,American,Male,1892,1972
3071,Eugène Nestor de Kermadec,French,Male,1899,1976
3072,André Kertész,American,Male,1894,1985
3086,Anselm Kiefer,German,Male,1945,0
3091,Frederick Kiesler,American,Male,1890,1965
3093,Mokuma Kikuhata,Japanese,Male,1935,2020
3110,Darius Kinsey,American,Male,1869,1945
3111,Martin Kippenberger,German,Male,1953,1997
3115,Ernst Ludwig Kirchner,German,Male,1880,1938
3118,Per Kirkeby,Danish,Male,1938,2018
3121,R. B. Kitaj,American,Male,1932,2007
3130,Paul Klee,German,Male,1879,1940
3136,William Klein,American,Male,1928,0
3137,Yves Klein,French,Male,1928,1962
3144,Mark Klett,American,Male,1952,0
3147,Gustav Klimt,Austrian,Male,1862,1918
3148,Franz Kline,American,Male,1910,1962
3149,Max Klinger,German,Male,1857,1920
3150,Stuart Klipper,American,Male,1941,0
3197,Oskar Kokoschka,Austrian,Male,1886,1980
3201,K?the Kollwitz,German,Female,1867,1945
3213,Willem de Kooning,American,Male,1904,1997
3227,Takehisa Kosugi,Japanese,Male,1938,2018
3228,Joseph Kosuth,American,Male,1945,0
3230,Jannis Kounellis,Greek,Male,1936,2017
3240,Lee Krasner,American,Female,1908,1984
3261,Abram Krol,French,Male,1919,2001
3263,Aleksei Kruchenykh,Russian,Male,1886,1969
3266,Barbara Kruger,American,Female,1945,0
3276,Alfred Kubin,Austrian,Male,1877,1959
3277,Shigeko Kubota,Japanese,Female,1937,2015
3288,Walt Kuhn,American,Male,1877,1949
3296,Yasuo Kuniyoshi,American,Male,1889,1953
3302,Franti?ek Kupka,Czech,Male,1871,1957
3315,Yayoi Kusama,Japanese,Female,1929,0
3317,Robert Kushner,American,Male,1949,0
3323,Alain de La Bourdonnaye,French,Male,1930,2016
3325,Roger de La Fresnaye,French,Male,1885,1925
3344,Gerald Laing,British,Male,1936,2011
3373,Dorothea Lange,American,Female,1895,1965
3385,Pierre Laprade,French,Male,1875,1931
3389,Mikhail Larionov,Russian,Male,1881,1964
3393,William G. Larson,American,Male,1942,2019
3394,Jacques-Henri Lartigue,French,Male,1894,1986
3402,Maria Lassnig,Austrian,Female,1919,2014
3408,Marie Laurencin,French,Female,1883,1956
3409,Henri Laurens,French,Male,1885,1954
3418,Jacob Lawrence,American,Male,1917,2000
3426,Le Corbusier (Charles-édouard Jeanneret),French,Male,1887,1965
3455,Russell Lee,American,Male,1903,1986
3464,Wilhelm Lehmbruck,German,Male,1881,1919
3502,Gerd Leufert,Venezuelan,Male,1914,1998
3505,John Levee,American,Male,1924,2017
3514,Les Levine,American,Male,1935,0
3515,Sherrie Levine,American,Female,1947,0
3516,Tom Levine,American,Male,1945,2020
3528,Sol LeWitt,American,Male,1928,2007
3537,Alexander Liberman,American,Male,1912,1999
3542,Roy Lichtenstein,American,Male,1923,1997
3559,Richard Lindner,American,Male,1901,1978
3564,Peter Lipman-Wulf,American,Male,1905,0
3569,El Lissitzky,Russian,Male,1890,1941
3580,George Lockwood,American,Male,1929,1969
3590,Lois Long,American,Female,1918,0
3591,Richard Long,British,Male,1945,0
3607,Morris Louis,American,Male,1912,1962
3621,Maximilien Luce,French,Male,1858,1941
3640,Markus Lüpertz,German,Male,1941,0
3641,Jean Lur?at,French,Male,1892,1966
3648,George Platt Lynes,American,Male,1907,1955
3650,Danny Lyon,American,Male,1942,0
3652,Nathan Lyons,American,Male,1930,2016
3692,René Magritte,Belgian,Male,1898,1967
3697,Aristide Maillol,French,Male,1861,1944
3710,Kazimir Malevich,Russian,Male,1878,1935
3716,Man Ray (Emmanuel Radnitzky),American,Male,1890,1976
3721,édouard Manet,French,Male,1832,1883
3723,Robert Mangold,American,Male,1937,0
3742,Giacomo Manzù,Italian,Male,1908,1991
3745,Robert Mapplethorpe,American,Male,1946,1989
3748,Franz Marc,German,Male,1880,1916
3753,Léo Marchutz,French,Male,1903,1976
3756,Gerhard Marcks,German,Male,1889,1981
3757,Louis Marcoussis,Polish,Male,1883,1941
3758,Brice Marden,American,Male,1938,0
3772,Marino Marini,Italian,Male,1901,1980
3774,Marisol (Marisol Escobar),Venezuelan,Female,1930,2016
3779,Ronald Markman,American,Male,1931,0
3782,Albert Marquet,French,Male,1875,1947
3791,Fred Martin,American,Male,1927,0
3814,Frans Masereel,Belgian,Male,1889,1972
3821,André Masson,French,Male,1896,1987
3825,Gregory Masurovsky,American,Male,1929,2009
3832,Henri Matisse,French,Male,1869,1954
3838,Toshio Matsumoto,Japanese,Male,1932,2017
3842,Roberto Matta,Chilean,Male,1911,2002
3843,Herbert Matter,American,Male,1907,1984
3864,Michael Mazur,American,Male,1935,2009
3866,Azaria Mbatha,South African,Male,1941,0
3884,James McGarrell,American,Male,1930,0
3889,Bruce McLean,British,Male,1944,0
3923,Leopoldo Méndez,Mexican,Male,1902,1969
3924,Ana Mendieta,American,Female,1948,1985
3926,Antonio Mendoza,American,Male,1941,0
3962,Duane Michals,American,Male,1932,0
3963,Henri Michaux,French,Male,1899,1984
3964,Robert Michel,German,Male,1897,1983
3975,Eleanore Mikus,American,Female,1927,2017
3996,Zwi Milshtein,Israeli,Male,1934,0
4016,Joan Miró,Spanish,Male,1893,1983
4022,Richard Misrach,American,Male,1949,0
4026,Joan Mitchell,American,Female,1925,1992
4037,Paula Modersohn-Becker,German,Female,1876,1907
4038,Amedeo Modigliani,Italian,Male,1884,1920
4039,Tina Modotti,Italian,Female,1896,1942
4048,László Moholy-Nagy,American,Male,1895,1946
4057,Piet Mondrian,Dutch,Male,1872,1944
4058,Claude Monet,French,Male,1840,1926
4071,Henry Moore,British,Male,1898,1986
4079,Giorgio Morandi,Italian,Male,1890,1964
4083,Fran?ois Morellet,French,Male,1926,2016
4095,Berthe Morisot,French,Female,1841,1895
4100,Malcolm Morley,American,Male,1931,2018
4108,Robert Morris,American,Male,1931,2018
4109,Wright Morris,American,Male,1910,1998
4121,Ed Moses,American,Male,1926,2018
4126,Robert Motherwell,American,Male,1915,1991
4154,Josef Müller-Brockmann,Swiss,Male,1914,1996
4160,Matt Mullican,American,Male,1951,0
4164,Edvard Munch,Norwegian,Male,1863,1944
4185,Elizabeth Murray,American,Female,1940,2007
4187,Edo Murtic,Yugoslav,Male,1921,2005
4192,Eadweard J. Muybridge,American,Male,1830,1904
4196,Nadar (Gaspard-Félix Tournachon),French,Male,1820,1910
4218,Reuben Nakian,American,Male,1897,1986
4243,Bruce Nauman,American,Male,1941,0
4254,Charles Nègre,French,Male,1820,1880
4278,Louise Nevelson,American,Female,1899,1988
4284,Arnold Newman,American,Male,1918,2006
4285,Barnett Newman,American,Male,1905,1970
4293,Ben Nicholson,British,Male,1894,1982
4315,Nicholas Nixon,American,Male,1947,0
4324,Isamu Noguchi,American,Male,1904,1988
4325,Sidney Nolan,Australian,Male,1917,1992
4326,Kenneth Noland,American,Male,1924,2010
4327,Emil Nolde,German,Male,1867,1956
4344,Thomas Nozkowski,American,Male,1944,2019
4360,Georgia O'Keeffe,American,Female,1887,1986
4363,Timothy O'Sullivan,American,Male,1840,1882
4375,Albert Oehlen,German,Male,1954,0
4397,Claes Oldenburg,American,Male,1929,0
4410,Yoko Ono,American,Female,1933,0
4415,Dennis Oppenheim,American,Male,1938,2011
4416,Meret Oppenheim,Swiss,Female,1913,1985
4430,José Clemente Orozco,Mexican,Male,1883,1949
4445,Alejandro Otero,Venezuelan,Male,1921,1990
4469,Nam June Paik,American,Male,1932,2006
4472,Mimmo Paladino,Italian,Male,1948,0
4473,Julio Palazuelos,Chilean,Male,1931,2014
4474,Blinky Palermo,German,Male,1943,1977
4488,Eduardo Paolozzi,British,Male,1924,2005
4490,Tod Papageorge,American,Male,1940,0
4510,Jürgen Partenheimer,German,Male,1947,0
4514,Jules Pascin,American,Male,1885,1930
4520,Benjamin Patterson,American,Male,1934,2016
4530,Henry Pearson,American,Male,1914,2006
4533,Max Pechstein,German,Male,1881,1955
4546,A.R. Penck (Ralf Winkler),German,Male,1939,2017
4548,Irving Penn,American,Male,1917,2009
4554,Gilles Peress,French,Male,1946,0
4571,Gabor Peterdi,American,Male,1915,2001
4590,Cesare Peverelli,Italian,Male,1922,2000
4603,Tom Phillips,British,Male,1937,0
4606,Jean Piaubert,French,Male,1900,2002
4607,Francis Picabia,French,Male,1879,1953
4609,Pablo Picasso,Spanish,Male,1881,1973
4617,Otto Piene,German,Male,1928,2014
4633,John Piper,British,Male,1903,1992
4640,Camille Pissarro,French,Male,1830,1903
4671,Sigmar Polke,German,Male,1941,2010
4675,Jackson Pollock,American,Male,1912,1956
4676,Arnaldo Pomodoro,Italian,Male,1926,0
4689,C. Emanuele Ponzio,Italian,Female,1923,2015
4694,Liubov Popova,Russian,Female,1889,1924
4700,Eliot Porter,American,Male,1901,1990
4701,Fairfield Porter,American,Male,1907,1975
4707,José-Guadalupe Posada,Mexican,Male,1852,1913
4718,Rudy Pozzatti,American,Male,1925,0
4721,Mario Prassinos,French,Male,1916,1985
4729,James Prestini,American,Male,1908,1993
4734,Ken Price,American,Male,1935,2012
4781,Leo Rabkin,American,Male,1919,2015
4792,Arnulf Rainer,Austrian,Male,1929,0
4806,Mel Ramos,American,Male,1935,2018
4823,Robert Rauschenberg,American,Male,1925,2008
4831,Omar Rayo,Colombian,Male,1928,2010
4840,Odilon Redon,French,Male,1840,1916
4856,Ad Reinhardt,American,Male,1913,1967
4869,Pierre-Auguste Renoir,French,Male,1841,1919
4895,Marc Riboud,French,Male,1923,2016
4907,Gerhard Richter,German,Male,1932,0
4924,J.J.J. (Jean-Jacques-Joachim) Rigal,French,Male,1926,1997
4929,Bridget Riley,British,Female,1931,0
4942,Diego Rivera,Mexican,Male,1886,1957
4945,Larry Rivers,American,Male,1923,2002
4975,Aleksandr Rodchenko,Russian,Male,1891,1956
4978,Auguste Rodin,French,Male,1840,1917
5000,Christian Rohlfs,German,Male,1849,1938
5006,Thomas Roma,American,Male,1950,0
5021,James Rosenquist,American,Male,1933,2017
5030,Judith Joy Ross,American,Female,1946,0
5042,Dieter Roth,Swiss,Male,1930,1998
5044,Susan Rothenberg,American,Female,1945,2020
5047,Mark Rothko,American,Male,1903,1970
5050,Arthur Rothstein,American,Male,1915,1985
5053,Georges Rouault,French,Male,1871,1958
5056,Henri Rousseau,French,Male,1844,1910
5065,Pierre Roy,French,Male,1880,1950
5066,Olga Rozanova,Russian,Female,1886,1918
5084,Allen Ruppersberg,American,Male,1944,0
5086,Edward Ruscha,American,Male,1937,0
5095,Reiner Ruthenbeck,German,Male,1937,2016
5098,Robert Ryman,American,Male,1930,2019
5102,Betye Saar,American,Female,1926,0
5117,Takako Saito,American,Female,1929,0
5121,Ibrahim El-Salahi,Sudanese,Male,1930,0
5128,Axel Salto,Danish,Male,1889,1961
5134,Lucas Samaras,American,Male,1936,0
5143,Fred Sandback,American,Male,1943,2003
5144,Willem Jacob Henri Berend Sandberg,Dutch,Male,1897,1984
5145,August Sander,German,Male,1876,1964
5181,Antonio Saura,Spanish,Male,1930,1998
5204,Miriam Schapiro,American,Female,1923,2015
5207,Bezalel Schatz,Israeli,Male,1913,0
5215,Egon Schiele,Austrian,Male,1890,1918
5219,Oskar Schlemmer,German,Male,1888,1943
5223,Edwin Schlossberg,American,Male,1945,0
5238,Michael Schmidt,German,Male,1945,2014
5242,Karl Schmidt-Rottluff,German,Male,1884,1976
5245,Julian Schnabel,American,Male,1951,0
5268,Karl Schrag,American,Male,1912,1995
5273,Paul Schuitema,Dutch,Male,1897,1973
5281,Thomas Schütte,German,Male,1954,0
5293,Kurt Schwitters,German,Male,1887,1948
5305,Sean Scully,American,Male,1945,0
5316,George Segal,American,Male,1924,2000
5318,André Dunoyer de Segonzac,French,Male,1884,1974
5337,Kurt Seligmann,American,Male,1900,1962
5343,Luis Seoane,Argentine,Male,1910,1979
5349,Richard Serra,American,Male,1938,0
5366,Ben Shahn,American,Male,1898,1969
5383,Charles Sheeler,American,Male,1883,1965
5392,Cindy Sherman,American,Female,1954,0
5403,Mieko Shiomi,Japanese,Female,1938,0
5407,Melissa Shook,American,Female,1939,0
5409,Stephen Shore,American,Male,1947,0
5414,Walter Richard Sickert,British,Male,1860,1942
5454,David Alfaro Siqueiros,Mexican,Male,1896,1974
5456,Aaron Siskind,American,Male,1903,1991
5471,John Sloan,American,Male,1871,1951
5480,David Smith,American,Male,1906,1965
5486,Kiki Smith,American,Female,1954,0
5488,Leon Polk Smith,American,Male,1906,1996
5493,Richard Smith,British,Male,1931,2016
5496,W. Eugene Smith,American,Male,1918,1978
5497,Robert Smithson,American,Male,1938,1973
5498,Kenneth Snelson,American,Male,1927,2016
