ConstituentID,DisplayName,Nationality,Gender,BeginDate,EndDate
5517,Rosalind Fox Solomon,American,Female,1930,0
5520,Frederick Sommer,American,Male,1905,1999
5526,Keith Sonnier,American,Male,1941,2020
5536,Ettore Sottsass,Italian,Male,1917,2007
5538,Pierre Soulages,French,Male,1919,0
5543,Chaim Soutine,French,Male,1893,1943
5549,Raphael Soyer,American,Male,1899,1987
5569,Daniel Spoerri,Swiss,Male,1930,0
5599,Julian Stanczak,American,Male,1928,2017
5607,Franciszek Starowieyski,Polish,Male,1930,2009
5623,Edward Steichen,American,Male,1879,1973
5626,Walter Stein,American,Male,1924,0
5627,Saul Steinberg,American,Male,1914,1999
5637,Pat Steir,American,Female,1940,0
5640,Frank Stella,American,Male,1936,0
5641,Joseph Stella,American,Male,1877,1946
5642,Vladimir Stenberg,Russian,Male,1899,1982
5643,Varvara Stepanova,Russian,Female,1894,1958
5651,Marina Stern,American,Female,1928,2017
5656,Joel Sternfeld,American,Male,1944,0
5657,Florine Stettheimer,American,Female,1871,1944
5658,Louis Stettner,American,Male,1922,2016
5664,Alfred Stieglitz,American,Male,1864,1946
5675,Gunta St?lzl,Swiss,Female,1897,1983
5685,Paul Strand,American,Male,1890,1976
5695,James Strombotne,American,Male,1934,0
5720,George Sugarman,American,Male,1912,1999
5721,Hiroshi Sugimoto,Japanese,Male,1948,0
5726,Donald Sultan,American,Male,1951,0
5727,Larry Sultan,American,Male,1946,2009
5729,Carol Summers,American,Male,1925,0
5739,Graham Sutherland,British,Male,1903,1980
5740,Ladislav Sutnar,American,Male,1897,1976
5749,Luke Swank,American,Male,1890,1944
5789,Takis,French,Male,1925,2019
5790,René Pierre Tal-Coat,French,Male,1905,1985
5795,Rufino Tamayo,Mexican,Male,1899,1991
5804,Yves Tanguy,American,Male,1900,1955
5806,Dorothea Tanning,American,Female,1910,2012
5809,Antoni Tàpies,Spanish,Male,1923,2012
5811,Vladimir Tatlin,Russian,Male,1885,1953
5821,Pavel Tchelitchew,American,Male,1898,1957
5834,Eduardo Terrazas,Mexican,Male,1936,0
5849,Wayne Thiebaud,American,Male,1920,0
5863,John Thomson,British,Male,1837,1921
5881,Walasse Ting,American,Male,1929,2010
5882,Jean Tinguely,Swiss,Male,1925,1991
5889,Mark Tobey,American,Male,1890,1976
5895,Shomei Tomatsu,Japanese,Male,1930,2012
5910,Henri de Toulouse-Lautrec,French,Male,1864,1901
5933,Rosemarie Trockel,German,Female,1952,0
5947,Georg Trump,German,Male,1896,1985
5951,Jan Tschichold,Swiss,Male,1902,1974
5952,Augustin Tschinkel,Czech,Male,1905,0
5965,Rafael Tufi?o,American,Male,1922,2008
5981,James Turrell,American,Male,1943,0
5983,Richard Tuttle,American,Male,1941,0
5988,Cy Twombly,American,Male,1928,2011
5994,Edgard Tytgat,Belgian,Male,1879,1957
5997,Raoul Ubac,Belgian,Male,1910,1985
6001,Jerry Uelsmann,American,Male,1934,0
6046,Maurice Utrillo,French,Male,1883,1955
6055,Suzanne Valadon,French,Female,1865,1938
6064,Félix Vallotton,French,Male,1865,1925
6074,James Van Der Zee,American,Male,1886,1983
6076,Theo van Doesburg,Dutch,Male,1883,1931
6077,Kees van Dongen,French,Male,1877,1968
6083,Diederick Van Kleef,Dutch,Male,1954,0
6109,Victor Vasarely,French,Male,1908,1997
6115,Ben Vautier,French,Male,1935,0
6119,Emilio Vedova,Italian,Male,1919,1995
6132,Robert Venturi,American,Male,1925,2018
6150,Roger Vieillard,French,Male,1907,1989
6154,Romas Viesulas,American,Male,1918,1986
6155,Massimo Vignelli,Italian,Male,1931,2014
6165,Jacques Villon,French,Male,1875,1963
6168,Lauretta Vinciarelli,Italian,Female,1943,2012
6170,Roman Vishniac,American,Male,1897,1990
6177,Maurice de Vlaminck,French,Male,1876,1958
6191,Wolf Vostell,German,Male,1932,1998
6192,Andrei Voznesensky,Russian,Male,1933,0
6194,édouard Vuillard,French,Male,1868,1940
6246,Andy Warhol,American,Male,1928,1987
6269,Robert Watts,American,Male,1923,1988
6271,June Wayne,American,Female,1918,2011
6275,Max Weber,American,Male,1881,1961
6279,William Frederick Weege III,American,Male,1935,0
6281,William Wegman,American,Male,1943,0
6287,Dan Weiner,American,Male,1919,1959
6288,Lawrence Weiner,American,Male,1942,0
6290,David Weinrib,American,Male,1924,2016
6295,John Joseph Weiss,American,Male,1941,2017
6317,"Henry Wessel, Jr.",American,Male,1942,2018
6318,Tom Wesselmann,American,Male,1931,2004
6327,Brett Weston,American,Male,1911,1993
6329,Edward Weston,American,Male,1886,1958
6338,Clarence H. White,American,Male,1871,1925
6342,Minor White,American,Male,1908,1976
6344,Stephen White,American,Male,1948,0
6348,Forbes Johnstone Whiteside,American,Male,1918,2015
6351,Jack Whitten,American,Male,1939,2018
6370,William T. Wiley,American,Male,1937,0
6377,Emmett Williams,American,Male,1925,2007
6386,Christopher Wilmarth,American,Male,1943,1987
6399,Garry Winogrand,American,Male,1928,1984
6408,Terry Winters,American,Male,1949,0
6439,Grant Wood,American,Male,1891,1942
6448,Christopher Wool,American,Male,1955,0
6453,Troels W?rsel,Danish,Male,1950,0
6458,Cedric Wright,American,Male,1889,1959
6459,Frank Lloyd Wright,American,Male,1867,1959
6463,Paul Wunderlich,German,Male,1927,2010
6464,Andrew Wyeth,American,Male,1917,2009
6467,Lance Wyman,American,Male,1937,0
6502,Tadanori Yokoo,Japanese,Male,1936,0
6520,La Monte Young,American,Male,1935,2020
6524,Jack Youngerman,American,Male,1926,2020
6526,Adja Yunkers,American,Male,1900,1983
6532,Léon Zack,French,Male,1892,1980
6533,Ossip Zadkine,French,Male,1890,1967
6537,Alfredo Zalce,Mexican,Male,1908,2003
6541,Enrique Za?artu,Chilean,Male,1921,2000
6549,Zarina,American,Female,1937,2020
6556,Eva Zeisel,American,Female,1906,2011
6592,Piet Zwart,Dutch,Male,1885,1977
6618,Robert Andrew Parker,American,Male,1927,0
6622,Jeff Koons,American,Male,1955,0
6624,Fernand Léger,French,Male,1881,1955
6633,Ilya Kabakov,American,Male,1933,0
6636,Gordon Matta-Clark,American,Male,1943,1978
6671,Annette Messager,French,Female,1943,0
6809,John Ashbery,American,Male,1927,2017
6832,Martha Rosler,American,Female,1943,0
6891,Victor Skrebneski,American,Male,1929,2020
6902,Glenn Ligon,American,Male,1960,0
6905,Damien Hirst,British,Male,1965,0
6910,Rachel Whiteread,British,Female,1963,0
6911,Tullio d'Albisola (Tullio Spartaco Mazzotti),Italian,Male,1899,1971
6919,Boris Yaro,American,Male,1938,2020
6953,Zaha Hadid,British,Female,1950,2016
6956,Rem Koolhaas,Dutch,Male,1944,0
6965,Georgii Stenberg,Russian,Male,1900,1933
6972,Juan Hidalgo,Spanish,Male,1927,0
6976,Bernhard Luginbühl,Swiss,Male,1929,2011
6977,Ronald Jones,American,Male,1952,2019
6982,Thomas Ruff,German,Male,1958,0
7004,Leon Kossoff,British,Male,1926,2019
7005,Matthew Barney,American,Male,1967,0
7017,Adrian Piper,American,Female,1948,0
7019,Rudolph Von Ripper,American,Male,1905,1960
7027,Philip-Lorca diCorcia,American,Male,1951,0
7035,Gregory Crewdson,American,Male,1962,0
7041,Madoka Takagi,Japanese,Female,1956,2015
7044,Junichi Arai,Japanese,Male,1932,2017
7051,Betty Woodman,American,Female,1930,2018
7080,Robert Therrien,American,Male,1947,2019
7126,Houston Conwill,American,Male,1947,2016
7166,Ludwig Mies van der Rohe,American,Male,1886,1969
7177,Carrie Mae Weems,American,Female,1953,0
7391,Marisa Merz,Italian,Female,1926,2019
7442,Lella Vignelli,Italian,Female,1934,2016
7447,Mona Hatoum,British,Female,1952,0
7461,Gabriel Orozco,Mexican,Male,1962,0
7474,General Idea,Canadian,Male,1969,1994
7479,Rirkrit Tiravanija,Thai,Male,1961,0
7480,Enrique Chagoya,Mexican,Male,1953,0
7500,Raymond Pettibon,American,Male,1957,0
7520,Luc Tuymans,Belgian,Male,1958,0
7521,Marlene Dumas,South African,Female,1953,0
7532,Nan Goldin,American,Female,1953,0
7545,Tracey Emin,British,Female,1963,0
7557,Franz West,Austrian,Male,1947,2012
7596,Florence Knoll,American,Female,1917,2019
7637,Paul McCarthy,American,Male,1945,0
7639,Ellen Gallagher,American,Female,1965,0
7640,Steve Wolfe,American,Male,1955,2016
7644,Elaine Lustig Cohen,American,Female,1927,2016
7646,Frank Paulin,American,Male,1926,2016
7662,Franz Erhard Walther,German,Male,1939,0
7679,Kara Walker,American,Female,1969,0
7712,Carolee Schneemann,American,Female,1939,2019
7805,Douglas Gordon,Scottish,Male,1966,0
7806,Andreas Gursky,German,Male,1955,0
7808,Imi Knoebel,German,Male,1940,0
7810,Sarah Lucas,British,Female,1962,0
7816,VALIE EXPORT,Austrian,Female,1940,0
7818,Vik Muniz,Brazilian,Male,1961,0
7824,Roman Signer,Swiss,Male,1938,0
7825,Thomas Struth,German,Male,1954,0
7826,Jeff Wall,Canadian,Male,1946,0
7851,Frances Benjamin Johnston,American,Female,1864,1952
7855,Rachel Harrison,American,Female,1966,0
7898,Bill Viola,American,Male,1951,0
7908,Vivian Cherry,American,Female,1920,2019
7919,William Kentridge,South African,Male,1955,0
7928,Louise Lawler,American,Female,1947,0
7936,Wendell Castle,American,Male,1932,2018
7965,Lisa Yuskavage,American,Female,1962,0
7967,Chris Ofili,British,Male,1968,0
8033,Fiona Banner,British,Female,1966,0
8042,Elizabeth Peyton,American,Female,1965,0
8043,Ugo Rondinone,Swiss,Male,1964,0
8044,Wolfgang Tillmans,German,Male,1968,0
8059,Lilly Reich,German,Female,1885,1947
8067,Robert Adamson,British,Male,1821,1848
8080,Thomas Geismar,American,Male,1931,0
8083,Gordon Parks,American,Male,1912,2006
8084,John Szarkowski,American,Male,1925,2007
8087,Peter Doig,British,Male,1959,0
8093,Marcia Hafif,American,Female,1929,2018
8095,Hilla Becher,German,Female,1934,2015
8109,Yona Friedman,French,Male,1923,2020
8138,Charles Norman Sladen,American,Male,1858,1949
8139,Rineke Dijkstra,Dutch,Female,1959,0
8192,Eberhard Havekost,German,Male,1967,2019
8247,Harry Shunk,French,Male,1924,2006
8254,Zdeněk Rossmann,Czech,Male,1905,1984
8265,Wes Wilson,American,Male,1937,2020
8276,Thomas Hirschhorn,Swiss,Male,1957,0
8285,Kerry James Marshall,American,Male,1955,0
8292,Janine Antoni,Bahamian,Female,1964,0
8330,Maurizio Cattelan,Italian,Male,1960,0
8383,Francis Al?s,Belgian,Male,1959,0
8394,Bonnie Maclean,American,Female,1949,2020
8418,Philippe Starck,French,Male,1949,0
8444,John Currin,American,Male,1962,0
8472,Cecily Brown,British,Female,1969,0
8476,Varvara Rodchenko,Russian,Female,1925,2019
8480,Takashi Murakami,Japanese,Male,1962,0
8531,Vic Delucia/The New York Times,American,Male,1933,2018
8568,Seydou Ke?ta,Malian,Male,1923,2001
10328,Alvin Lustig,American,Male,1915,1955
11875,Kirill Zdanevich,Russian,Male,1892,1969
11947,Natan Al'tman,Russian,Male,1889,1971
12074,Maria Siniakova,Russian,Female,1898,1989
12171,Nikolai Kul'bin,Russian,Male,1868,1917
12501,Gustav Klutsis,Latvian,Male,1895,1938
12616,Richard Wilbur,American,Male,1921,2017
17816,Richard Benson,American,Male,1943,2017
18701,Arthur K?pcke,German,Male,1928,1977
18963,John Wilson,American,Male,1922,2015
19238,Tim Rollins,American,Male,1955,2017
19572,Nicole Eisenman,American,Female,1965,0
19862,David Shrigley,British,Male,1968,0
21398,George Maciunas,American,Male,1931,1978
22436,Natsuyuki Nakanishi,Japanese,Male,1935,2016
22579,Jens Risom,American,Male,1916,2016
22897,Kevin Roche,American,Male,1922,2019
22983,Tacita Dean,British,Female,1965,0
23005,James Siena,American,Male,1957,0
24869,Yinka Shonibare,British,Male,1962,0
25181,Micha?l Borremans,Belgian,Male,1963,0
25299,Chéri Samba,Congolese,Male,1956,0
25414,Julie Mehretu,American,Female,1970,0
25465,Huang Yong Ping,French,Male,1954,2019
25523,Yoshitomo Nara,Japanese,Male,1959,0
25552,Gilbert Proesch,British,Male,1943,0
25982,Olafur Eliasson,Icelandic,Male,1967,0
25983,Rodney Graham,Canadian,Male,1949,0
26439,Marina Abramovi?,Yugoslav,Female,1946,0
26555,Malick Sidibé,Malian,Male,1936,2016
26617,álvaro Barrios,Colombian,Male,1945,0
26661,Agnès Varda,French,Female,1928,2019
26770,José Antonio Suárez Londo?o,Colombian,Male,1955,0
27003,Noel Zeller,American,Male,1936,2018
27154,Anne Chu,American,Female,1959,2016
27431,Neo Rauch,German,Male,1960,0
27821,Robin Rhode,South African,Male,1976,0
28097,Wangechi Mutu,Kenyan,Female,1972,0
28198,Robert Hodgins,South African,Male,1920,2010
28202,Dan Rakgoathe,South African,Male,1937,2004
28560,Julie Becker,American,Female,1972,2016
28588,Dawn Clements,American,Female,1958,2018
28602,Jaime Davidovich,American,Male,1936,2016
28632,Isa Genzken,German,Female,1948,0
28663,Christian Holstad,American,Male,1972,0
28690,William Leavitt,American,Male,1941,0
28753,Joyce Pensato,American,Female,1941,2019
28798,Dana Schutz,American,Female,1976,0
28822,Peter Stauss,German,Male,1966,0
28858,Christopher Williams,American,Male,1956,0
28865,Erwin Wurm,Austrian,Male,1954,0
28875,Chris Marker,French,Male,1921,2012
28982,Steve McQueen,British,Male,1969,0
29427,Milan Kní?ák,Czech,Male,1940,0
29982,Stanley Brouwn,Dutch,Male,1935,2017
30187,Rudy VanderLans,Dutch,Male,1955,0
30188,Zuzana Licko,Slovak,Female,1961,0
30876,Frédéric Bruly Bouabré,Ivorian,Male,1923,2014
30905,Harun Farocki,German,Male,1944,2014
30937,Susan Hiller,American,Female,1940,2019
32115,John Muafangejo,Namibian,Male,1943,1987
32208,Jem Cohen,American,Male,1962,0
32216,Ximena Cuevas,Mexican,Female,1963,0
32250,Jean-Luc Godard,French,Male,1930,0
32272,Faith Hubley,American,Female,1924,2001
32428,Steina,Icelandic,Female,1940,0
32430,Woody Vasulka,American,Male,1937,2019
32487,Tony Conrad,American,Male,1940,2016
32559,Berni Searle,South African,Female,1964,0
32655,Rolf Harder,Canadian,Male,1929,2013
32750,Chip Lord,American,Male,1944,0
32795,Yutaka Matsuzawa,Japanese,Male,1922,2006
33046,Neri Oxman,American,Female,1976,0
33393,Mark Bradford,American,Male,1961,0
33693,Irma Boom,Dutch,Female,1960,0
33825,Aleksandra Mir,American,Female,1967,0
33845,John Hubley,American,Male,1914,1977
34111,David Bowie,British,Male,1947,2016
34220,Candida H?fer,German,Female,1944,0
34459,Paul Sharits,American,Male,1943,1993
34532,Isaac Julien,British,Male,1960,0
34619,El Anatsui,Ghanaian,Male,1944,0
34722,Ai Weiwei,Chinese,Male,1957,0
34784,Trisha Brown,American,Female,1936,2017
34797,Ulay,German,Male,1943,2020
34908,Simone Forti,American,Female,1935,0
34915,Steve Reinke,Canadian,Male,1963,0
35285,Walid Raad,Lebanese,Male,1967,0
35796,Henry Flynt,American,Male,1940,0
36471,Alison Knowles,American,Female,1933,0
37006,Peter Moore,American,Male,1932,1993
37071,Glenn O'Brien,American,Male,1947,2017
37145,Pope.L,American,Male,1955,0
37306,Edit deAk,American,Female,1948,2017
37364,Barbara Hammer,American,Female,1939,2019
37500,Kate Millett,American,Female,1934,2017
38004,Ray Tomlinson,American,Male,1941,2016
38015,May Stevens,American,Female,1924,2019
38024,János Kender,Hungarian,Male,1937,2009
38029,Roe Ethridge,American,Male,1969,0
38941,William Plumb,American,Male,1932,2017
39150,Stefanie Posavec,American,Female,1981,0
39643,Ian Wilson,British,Male,1940,2020
39696,Lynn Hershman Leeson,American,Female,1941,0
39961,Tauba Auerbach,American,Female,1981,0
40383,Bill Rauhauser,American,Male,1918,2017
41140,Corita Kent (Sister Mary Corita),American,Female,1918,1986
41208,Frank Gardner,American,Male,1920,2015
41278,Akram Zaatari,Lebanese,Male,1966,0
41345,Kader Attia,French,Male,1970,0
41664,Wael Shawky,Egyptian,Male,1971,0
41829,Ben Kinmont,American,Male,1963,0
42142,Richard Kaplan,American,Male,1925,2018
42323,Yto Barrada,Moroccan,Female,1971,0
42333,Irwin Kremen,American,Male,1925,2020
42455,Zanele Muholi,South African,Female,1972,0
42490,Diane Lewis,American,Female,1951,2017
42787,Carol Rama,Italian,Female,1918,2015
43702,Nicolás Paris,Colombian,Male,1977,0
44064,David Palladini,American,Male,1946,2019
44110,J.D. 'Okhai Ojeikere,Nigerian,Male,1930,2014
44336,Hugo van Werden,German,Male,1836,1911
45626,Lutz Bacher,American,Female,1952,2019
45801,Ed Clark,American,Male,1926,2019
45968,Beatrice Trueblood,British,Female,1938,0
46283,Leslie Thornton,British,Male,1925,2016
46490,Bob Seidmann,American,Male,1941,2017
46962,Lynette Yiadom-Boakye,British,Female,1977,0
47017,Eldzier Cortor,American,Male,1916,2015
47100,Bouchra Khalili,Moroccan,Female,1975,0
47165,Annie Leibovitz,American,Female,1949,0
47283,Arnold Rosenberg,American,Male,1931,2017
47462,Etel Adnan,American,Female,1925,0
47846,Aretha Franklin,American,Female,1942,2018
47922,Claude Parent,French,Male,1923,2016
47977,Gilbert Baker,American,Male,1951,2017
47983,Mirko Ili?,American,Male,1956,0
48043,Joseph Schwartz,American,Male,1913,2015
49095,Nancy Reddin Kienholz,American,Female,1943,2019
49571,John Akomfrah,British,Male,1957,0
49887,Charles Harrison,American,Male,1931,2018
67095,Samuel Fosso,French,Male,1962,0
67100,Ali Tayar,American,Male,1959,2016
67122,Giorgia Lupi,Italian,Female,1981,0
67272,Toyin Ojih Odutola,American,Female,1985,0
67665,Fré Cohen,Dutch,Female,1903,1943
67667,Steve Kahn,American,Male,1943,2018
68020,Theaster Gates,American,Male,1973,0
68023,Adrian Ghenie,Romanian,Male,1977,0
68159,Barkley L. Hendricks,American,Male,1945,2017
68319,Bodys Isek Kingelez,Congolese,Male,1948,2015
69495,Hal Fischer,American,Male,1950,0
69618,Jerry Lewis,American,Male,1926,2017
69642,Nicolas Party,Swiss,Male,1980,0
69800,Valentin Jeck,Swiss,Male,1964,0
69823,Ted Purves,American,Male,1964,2017
69898,Fran?oise Janicot,French,Female,1929,2017
74001,Kikuo Saito,American,Male,1939,2016
74339,Saloua Raouda Choucair,Lebanese,Female,1916,2017
74387,Ulrik Heltoft,Danish,Male,1973,0
74412,Idelle Weber,American,Female,1932,2020
74435,Gareth Nyandoro,Zimbabwean,Male,1982,0
74643,Phase 2,American,Male,1955,2019
75467,Moke,Congolese,Male,1950,2001
75704,Jonathan Demme,American,Male,1944,2017
131253,Joanne Leonard,American,Female,1940,0
131723,Barbara Jones-Hogu,American,Female,1938,2017
131770,Farah Al Qasimi,Emirati,Female,1991,0
131840,Terry Dennett,British,Male,1938,2018
131903,Laure Prouvost,French,Female,1978,0
131958,Tsuruko Yamazaki,Japanese,Female,1925,2019
